Type,ID,Chen,Leo,Samuel & Chayan,,comment,data table,charting tool,chart source,Source Link,Notes,,,
Line Graph,29,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/line--using-data-colors,,,,
Line Graph,30,FALSE,FALSE,FALSE,FALSE,,FALSE,VictoryChart,patternfly.org,https://www.patternfly.org/charts/line-chart,,,,
Line Graph,31,FALSE,FALSE,FALSE,FALSE,,FALSE,,gov.uk,https://www.gov.uk/government/statistics/rural-enterprise/rural-business-statistics,,,,
Line Graph,32,FALSE,FALSE,FALSE,FALSE,,FALSE,WowChart,,https://demo1.wow-extensions.com/WowChart-v3/spline-inverted,,,,
Line Graph,33,FALSE,FALSE,FALSE,FALSE,,FALSE,,itransition.com,https://www.itransition.com/static/56108a96eca2c9e38558f72948de47b8/1_Product%20trends%20by%20month[1].svg,,,,
Line Graph,34,FALSE,FALSE,FALSE,FALSE,,FALSE,Matplotlib,,https://aeturrell.github.io/coding-for-economists/vis-matplotlib.html,,,,
Line Graph,35,FALSE,FALSE,FALSE,FALSE,,FALSE,,brettkobold.com,https://www.brettkobold.com/wp-content/uploads/2016/10/ticketsVol.svg,,,,
Line Graph,36,FALSE,FALSE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/LineArea/RotatedSpline,,,,
Line Graph,37,FALSE,FALSE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/LineArea/StackedLineWithLineMarker/purejs,,,,
Line Graph,38,FALSE,FALSE,FALSE,FALSE,,FALSE,,ourworldindata.org,https://ourworldindata.org/grapher/seawater-ph,,,,
Line Graph,39,FALSE,FALSE,FALSE,FALSE,,FALSE,AngularChart,,https://www.telerik.com/kendo-angular-ui/components/charts/series-types/line/,,,,
Line Graph,40,FALSE,FALSE,FALSE,FALSE,,FALSE,,urban.org,https://www.urban.org/features/11-charts-about-social-security-disability-insurance-program,,,,
Marimekko Chart,1,TRUE,TRUE,FALSE,FALSE,,FALSE,FusionCharts,,http://jsfiddle.net/fusioncharts/bdmTg/?utm_source=visualisingdata&utm_medium=website,,,,
Marimekko Chart,2,TRUE,TRUE,FALSE,FALSE,,FALSE,PlotDB,,https://plotdb.com/chart/1118/,,,,
Marimekko Chart,3,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,AnyChart,,https://docs.anychart.com/Basic_Charts/Marimekko_Chart/Mekko_Chart,,,,
Marimekko Chart,4,TRUE,TRUE,FALSE,FALSE,,FALSE,FusionCharts,,https://www.fusioncharts.com/resources/chart-primers/marimekko-chart,,,,
Marimekko Chart,5,TRUE,TRUE,FALSE,FALSE,,FALSE,FusionCharts,,https://www.fusioncharts.com/charts/marimekko-charts/market-share-as-percent?framework=javascript,,,,
Marimekko Chart,6,TRUE,TRUE,FALSE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#MosaicPlot,,,,
Marimekko Chart,7,TRUE,TRUE,FALSE,FALSE,,FALSE,Vega Lite,,https://vega.github.io/vega-lite/examples/rect_mosaic_labelled_with_offset.html,,,,
Marimekko Chart,8,TRUE,TRUE,FALSE,FALSE,,FALSE,Plotly,,https://linking.plotly-r.com/bars-histograms,,,,
Marimekko Chart,9,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://bl.ocks.org/mbostock/1005090,,,,
Marimekko Chart,10,TRUE,TRUE,FALSE,FALSE,,FALSE,R,http://freerangestats.info/,http://freerangestats.info/blog/2016/09/18/nzes1,,,,
Marimekko Chart,11,TRUE,TRUE,FALSE,FALSE,,FALSE,Diagrammm,,https://www.diagrammm.com/marimekko_chart,,,,
Marimekko Chart,12,TRUE,TRUE,FALSE,FALSE,,FALSE,,www.spotfire.com,https://www.spotfire.com/glossary/what-is-a-marimekko-chart,,,,
Marimekko Chart,13,TRUE,TRUE,FALSE,FALSE,,FALSE,R,,https://bookdown.org/max/FES/visualizations-for-categorical-data-exploring-the-okcupid-data.html,,,,
Marimekko Chart,14,FALSE,FALSE,FALSE,FALSE,,FALSE,R,,https://online.stat.psu.edu/stat504/lesson/1/1.2,,,,
Marimekko Chart,15,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/marimekko--basic,,,,
Marimekko Chart,16,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/marimekko--diverging,,,,
Marimekko Chart,17,FALSE,FALSE,FALSE,FALSE,,FALSE,,ourworldindata.org,https://ourworldindata.org/grapher/life-expectancy-marimekko,,,,
Marimekko Chart,18,FALSE,FALSE,FALSE,FALSE,,FALSE,,jaspersoft.com,https://www.jaspersoft.com/articles/what-is-a-marimekko-chart,,,,
Marimekko Chart,19,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@d3/marimekko-chart,,,,
Marimekko Chart,20,FALSE,FALSE,FALSE,FALSE,,FALSE,Semiotic,,https://semiotic.nteract.io/examples/marimekko-chart,,,,
Marimekko Chart,21,FALSE,FALSE,FALSE,FALSE,,FALSE,,ourworldindata.org,https://ourworldindata.org/grapher/cause-of-death-registration-population,,,,
Matrix Diagram,1,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@bstaats/matrix-diagram,,,,
Matrix Diagram,2,TRUE,TRUE,FALSE,FALSE,text: main mark or annotation?,FALSE,Datylon,,https://insights.datylon.com/stories/kTQJkb9CukJtArIDROJO1w,,,,
Matrix Diagram,3,TRUE,TRUE,FALSE,FALSE,,FALSE,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Risk_Analysis_Chart.svg,,,,
Matrix Diagram,4,TRUE,TRUE,FALSE,FALSE,,FALSE,R,,https://bookdown.org/max/FES/stroke-preprocessing.html,,,,
Matrix Diagram,5,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/d/9dc0f30b60feeca0,,,,
Matrix Diagram,6,TRUE,TRUE,FALSE,FALSE,text: main mark or annotation?,FALSE,D3.js,,https://observablehq.com/@burrussmp/designing-a-customizable-confusion-matrix-in-d3,,,,
Matrix Diagram,7,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@arcayle/a-customizable-interactive-confusion-matrix,,,,
Matrix Diagram,8,TRUE,TRUE,FALSE,FALSE,,FALSE,Datylon,,https://www.datylon.com/blog/types-of-charts-graphs-examples-data-visualization#matrix-chart,,,,
Matrix Diagram,9,TRUE,TRUE,FALSE,FALSE,,FALSE,Creately,,https://creately.com/diagram/example/ReutHhh4gus/confrontation-matrix-template,,,,
Matrix Diagram,10,TRUE,TRUE,FALSE,FALSE,ISSUE: colored squares covers some bg gray squares,FALSE,Plotly,pidnotebooks.org,https://pidnotebooks.org/pages/pidgraph-notebooks-python/user-story-3-impacts-of-organization/,,,,
Matrix Diagram,11,FALSE,FALSE,FALSE,FALSE,,FALSE,,personalitydata.org,https://www.personalitydata.org/,,,,
Matrix Diagram,12,FALSE,FALSE,FALSE,FALSE,,FALSE,,zentner.io,https://zentner.io/projects/task-policy-transfer/,,,,
Matrix Diagram,13,FALSE,FALSE,FALSE,FALSE,,FALSE,Matplotlib,mlcourse.ai,https://mlcourse.ai/book/topic02/topic02_visual_data_analysis.html,,,,
Matrix Diagram,14,FALSE,FALSE,FALSE,FALSE,,FALSE,,maxheld.de,https://www.maxheld.de/schumpermas/subjectivity.html,,,,
Matrix Diagram,15,FALSE,FALSE,FALSE,FALSE,,FALSE,Matplotlib,andreaamico.eu,https://www.andreaamico.eu/data-analysis/2019/05/20/data_exploration.html,,,,
Matrix Diagram,16,FALSE,FALSE,FALSE,FALSE,,FALSE,ObservablePlot,,https://observablehq.com/@observablehq/arsc-part-3-matrix-visualization,,,,
Matrix Diagram,17,FALSE,FALSE,FALSE,FALSE,,FALSE,ObservablePlot,,https://observablehq.com/@observablehq/arsc-part-3-matrix-visualization,,,,
Matrix Diagram,18,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@jannespeeters/simple-adjacency-matrix,,,,
Matrix Diagram,19,FALSE,FALSE,FALSE,FALSE,,FALSE,,itransition.com,https://www.itransition.com/blog/big-data-visualization,,,,
Matrix Diagram,20,FALSE,FALSE,FALSE,FALSE,,FALSE,R,,https://smltar.com/mlclassification,,,,
Matrix Diagram,21,FALSE,FALSE,FALSE,FALSE,,FALSE,R,,https://smltar.com/07_ml_classification_files/figure-html/multiheatmap-1.svg,,,,
Matrix Diagram,22,FALSE,FALSE,FALSE,FALSE,,FALSE,R,,https://smltar.com/07_ml_classification_files/figure-html/firstheatmap-1.svg,,,,
Matrix Diagram,23,FALSE,FALSE,FALSE,FALSE,,FALSE,Semiotic,,https://semiotic.nteract.io/examples/matrix,,,,
Parallel Coordinates Plot,1,TRUE,TRUE,FALSE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#ParallelCoordinates,,,,
Parallel Coordinates Plot,2,TRUE,TRUE,FALSE,FALSE,,FALSE,,datavizcatalogue.com,https://datavizcatalogue.com/methods/parallel_coordinates.html,,,,
Parallel Coordinates Plot,3,TRUE,TRUE,FALSE,FALSE,,FALSE,Datylon,,https://www.datylon.com/blog/types-of-charts-graphs-examples-data-visualization,,,,
Parallel Coordinates Plot,4,TRUE,TRUE,FALSE,FALSE,,FALSE,Data Illustrator,,https://data-illustrator.cs.umd.edu/app/index.html?project=cars_parallel_coordinates,,,,
Parallel Coordinates Plot,5,TRUE,TRUE,FALSE,FALSE,,FALSE,HighCharts,,https://www.highcharts.com/demo/parallel-coordinates,,,,
Parallel Coordinates Plot,6,TRUE,TRUE,FALSE,FALSE,,FALSE,,datavizcatalogue.com,https://datavizcatalogue.com/methods/parallel_coordinates.html,,,,
Parallel Coordinates Plot,7,TRUE,TRUE,FALSE,FALSE,,FALSE,,www.jaspersoft.com,https://www.jaspersoft.com/articles/what-is-a-parallel-coordinate-plot,,,,
Parallel Coordinates Plot,8,TRUE,TRUE,FALSE,FALSE,,FALSE,Matplotlib,alandefreitas.github.io,https://alandefreitas.github.io/matplotplusplus/plot-types/data-distribution/parallel-coordinates/,,,,
Parallel Coordinates Plot,9,TRUE,TRUE,FALSE,FALSE,,FALSE,Rawgraphs,blog.jpl.design,https://blog.jpl.design/info-design/raw/3.svg,,,,
Parallel Coordinates Plot,10,TRUE,TRUE,FALSE,FALSE,,FALSE,,ourworldindata.org,https://ourworldindata.org/grapher/total-fertility-rate-slope-chart,,,,
Parallel Coordinates Plot,11,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/parallelcoordinates--basic,,,,
Parallel Coordinates Plot,12,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/parallelcoordinates--grouped,,,,
Parallel Coordinates Plot,13,FALSE,FALSE,FALSE,FALSE,,FALSE,Matplotlib,,https://alandefreitas.github.io/matplotplusplus/plot-types/data-distribution/parallel-coordinates/,,,,
Parallel Coordinates Plot,14,FALSE,FALSE,FALSE,FALSE,,FALSE,Matplotlib,,https://alandefreitas.github.io/matplotplusplus/plot-types/data-distribution/parallel-coordinates/,,,,
Parallel Coordinates Plot,15,FALSE,FALSE,FALSE,FALSE,,FALSE,,umich.edu,https://dept.stat.lsa.umich.edu/~kshedden/introds/topics/graphical_summaries/,,,,
Parallel Coordinates Plot,16,FALSE,FALSE,FALSE,FALSE,,FALSE,Matplotlib,,https://aeturrell.github.io/coding-for-economists/vis-common-plots.html#slope-chart,,,,
Parallel Coordinates Plot,17,FALSE,FALSE,FALSE,FALSE,,FALSE,,takeno.iee.niit.ac.jp,http://takeno.iee.niit.ac.jp/~foo/gp-jman/data/20240531/html-ja/loc5940.html,,,,
Parallel Coordinates Plot,18,FALSE,FALSE,FALSE,FALSE,,FALSE,,github.io,https://iclr-blog-track.github.io/2022/03/25/PPLM/,,,,
Parallel Coordinates Plot,19,FALSE,FALSE,FALSE,FALSE,,FALSE,Lets-Plot,,https://aeturrell.github.io/coding-for-economists/vis-common-plots.html#id73,,,,
Parallel Coordinates Plot,20,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://d3-graph-gallery.com/graph/parallel_basic.html,,,,
Parallel Coordinates Plot,21,FALSE,FALSE,FALSE,FALSE,,FALSE,,ourworldindata.org,https://ourworldindata.org/grapher/child-mortality-1960-vs-latest-slope,,,,
Parallel Coordinates Plot,22,FALSE,FALSE,FALSE,FALSE,,FALSE,,ourworldindata.org,https://ourworldindata.org/grapher/global-child-deaths-by-cause,,,,
Pie Chart,1,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,Datylon,,https://www.datylon.com/product/chart-library/pie-chart,,,,
Pie Chart,2,TRUE,TRUE,FALSE,FALSE,,FALSE,Vega Lite,,https://vega.github.io/editor/#/examples/vega-lite/arc_pie,,,,
Pie Chart,3,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,D3.js,,https://observablehq.com/@dagonar/pie-chart,,,,
Pie Chart,4,TRUE,TRUE,FALSE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#PieChart,,,,
Pie Chart,5,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,Datylon,,https://insights.datylon.com/stories/s4b8jB8WtRRDNbwylQxJTw,,,,
Pie Chart,6,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,Vega Lite,,https://vega.github.io/vega-lite/examples/layer_arc_label.html,,,,
Pie Chart,7,TRUE,TRUE,FALSE,FALSE,,FALSE,,www.houseofmath.com,https://www.houseofmath.com/encyclopedia/statistics-and-probability/statistics/charts/what-does-pie-chart-mean,,,,
Pie Chart,8,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,Plotly,https://dash.gallery/,https://dash.gallery/dashr-svm/,,,,
Pie Chart,9,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,ApexCharts,,https://apexcharts.com/javascript-chart-demos/pie-charts/monochrome-pie/,,,,
Pie Chart,10,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,ApexCharts,,https://apexcharts.com/javascript-chart-demos/pie-charts/simple-pie-chart/,,,,
Pie Chart,11,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,D3.js,,https://observablehq.com/d/f1afba96577cc72f,,,,
Pie Chart,12,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,D3.js,,https://observablehq.com/@jasper/pie-chart-starter,,,,
Pie Chart,13,TRUE,TRUE,FALSE,FALSE,,FALSE,Diagrammm,,https://diagrammm.com/pie_chart,,,,
Pie Chart,14,TRUE,TRUE,FALSE,FALSE,,FALSE,HighCharts,,https://www.highcharts.com/demo/highcharts/accessible-pie,,,,
Pie Chart,15,FALSE,FALSE,FALSE,FALSE,,FALSE,,gov.uk,https://analysisfunction.civilservice.gov.uk/support/communicating-analysis/introduction-to-data-visualisation-e-learning/module-9-pie-charts/,,,,
Pie Chart,16,FALSE,FALSE,FALSE,FALSE,,FALSE,,superchart.io,https://www.superchart.io/guide/how-to-make-a-graph-in-google-sheets,,,,
Pie Chart,17,FALSE,FALSE,FALSE,FALSE,,FALSE,,wikipedia.org,https://en.wikipedia.org/wiki/Pie_chart,,,,
Pie Chart,18,FALSE,FALSE,FALSE,FALSE,,FALSE,Matplotlib,,https://dataviz.unhcr.org/tools/python/python_pie_chart.html,,,,
Pie Chart,19,FALSE,FALSE,FALSE,FALSE,,FALSE,,wilkelab.org,https://wilkelab.org/SDS375/slides/visualizing-proportions.html#2,,,,
Pie Chart,20,FALSE,FALSE,FALSE,FALSE,,FALSE,Lets-Plot,,https://freerangestats.info/blog/2016/11/15/piecharts,,,,
Pie Chart,21,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/pie--basic,,,,
Pie Chart,22,FALSE,FALSE,FALSE,FALSE,,FALSE,,itransition.com,https://www.itransition.com/static/4e4c29112452a9a235e96eeee9d54b45/2_Electric%20Vehicle[1].svg,,,,
Pie Chart,23,FALSE,FALSE,FALSE,FALSE,,FALSE,Kandy,,https://kotlin.github.io/kandy/kandy/guidePieExplodePieChart.svg,,,,
Pie Chart,24,FALSE,FALSE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/PieSunburst/SelectableSlices,,,,
Pie Chart,25,FALSE,FALSE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/PieSunburst/PieWithGradientFill,,,,
Polar Area Chart,1,TRUE,TRUE,FALSE,FALSE,,FALSE,Visual Paradigm,,https://online.visual-paradigm.com/community/share/100-stacked-rose-chart-art-m74ckhugo,,,,
Polar Area Chart,2,TRUE,TRUE,FALSE,FALSE,,FALSE,HighCharts,,https://www.highcharts.com/demo/polar-wind-rose,,,,
Polar Area Chart,3,TRUE,TRUE,FALSE,FALSE,,FALSE,ioDraw,,https://www.iodraw.com/en/template/bar-polar-stack-radial,,,,
Polar Area Chart,4,TRUE,TRUE,FALSE,FALSE,,FALSE,,datavizcatalogue.com,https://datavizcatalogue.com/methods/nightingale_rose_chart.html,,,,
Polar Area Chart,5,TRUE,TRUE,FALSE,FALSE,,FALSE,Vega,,https://vega.github.io/vega/examples/radial-plot/,,,,
Polar Area Chart,6,TRUE,TRUE,FALSE,FALSE,,FALSE,Plotly,,https://plotly.com/python/polar-chart/,,,,
Polar Area Chart,7,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@asier/polar-area-chart,,,,
Polar Area Chart,8,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@sophiamersmann/polar-area-chart,,,,
Polar Area Chart,9,TRUE,TRUE,FALSE,FALSE,,FALSE,Mascot.js,,https://mascot-vis.github.io/gallery.html#RoseChart,,,,
Polar Area Chart,10,TRUE,TRUE,FALSE,FALSE,,FALSE,Datylon,,https://insights.datylon.com/datystore/api/v1/publications/jq3-PsyanmqDrB0HK0xHrQ/template,,,,
Polar Area Chart,11,FALSE,FALSE,FALSE,FALSE,,FALSE,R,,https://people.ohio.edu/ruhil/statsbook/dataviz.html,,,,
Polar Area Chart,12,FALSE,FALSE,FALSE,FALSE,,FALSE,Plotly,,https://plotly.com/python/wind-rose-charts/,,,,
Polar Area Chart,13,FALSE,FALSE,FALSE,FALSE,,FALSE,Plotly,,https://plotly.com/python/wind-rose-charts/,,,,
Polar Area Chart,14,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@michaelhoehn/wind-rose-wip,,,,
Polar Area Chart,15,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@d5726f6bcb2a201f/rose-diagram-for-geologist,,,,
Polar Area Chart,16,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@jamesleesaunders/nightingales-rose-chart-with-d3-ez,,,,
Polar Area Chart,17,FALSE,FALSE,FALSE,FALSE,,FALSE,ioDraw,,https://www.iodraw.com/en/template/pie-roseType-simple,,,,
Polar Area Chart,18,FALSE,FALSE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@julesblm/wind-rose,,,,
Polar Area Chart,19,FALSE,FALSE,FALSE,FALSE,,FALSE,,coursehero.com,https://www.coursehero.com/sg/microbiology/science-of-epidemiology/,,,,
Polar Area Chart,20,FALSE,FALSE,FALSE,FALSE,,FALSE,,ladybug.tools,https://discourse.ladybug.tools/t/wind-rose-differences/18459/19,,,,
Polar Area Chart,21,FALSE,FALSE,FALSE,FALSE,,FALSE,WowChart,,https://demo1.wow-extensions.com/WowChart-v3/wind-rose,,,,
Polar Area Chart,22,FALSE,FALSE,FALSE,FALSE,,FALSE,,itransition.com,https://www.itransition.com/static/fa6dd5ae21de0521481c6ab20ab94a39/3_Summary%20Resource%20Grade%20Chart[1].svg,,,,
Polar Area Chart,23,FALSE,FALSE,FALSE,FALSE,,FALSE,,agill.xyz,https://agill.xyz/images/colors/count-proportional-theta-radii-width.svg,,,,
Polar Area Chart,24,FALSE,FALSE,FALSE,FALSE,,FALSE,,,https://semiotic.nteract.io/guides/pie-chart#wind-rose,,,,
Polar Area Chart,25,FALSE,FALSE,FALSE,FALSE,,FALSE,,,https://semiotic.nteract.io/guides/pie-chart,,,,
Radar Chart,1,TRUE,TRUE,FALSE,FALSE,,FALSE,Creately,,https://creately.com/diagram/example/jlq2kb2u2/radar-chart-example,,,,
Radar Chart,2,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@avoits/polar-chart,,,,
Radar Chart,3,TRUE,TRUE,FALSE,FALSE,TBD: nested layer needs a second thought,FALSE,D3.js,,https://observablehq.com/@marit970/radar-plot,,,,
Radar Chart,4,TRUE,TRUE,FALSE,FALSE,,FALSE,D3.js,,https://observablehq.com/@huangshew/spider-chart/2,,,,
Radar Chart,5,TRUE,TRUE,FALSE,FALSE,TBD: consider to make it composite as it is composed of polarAres+Radar,FALSE,HighCharts,,https://www.highcharts.com/demo/polar,,,,
Radar Chart,6,TRUE,TRUE,FALSE,TRUE,,FALSE,,https://www.spotfire.com/,https://www.spotfire.com/glossary/what-is-a-radar-chart,,,,
Radar Chart,7,TRUE,TRUE,FALSE,FALSE,,FALSE,Vega,,https://vega.github.io/vega/examples/radar-chart/,,,,
Radar Chart,8,TRUE,TRUE,FALSE,TRUE,,FALSE,JSCharting,,https://jscharting.com/examples/chart-types/radar-polar/area/,,,,
Radar Chart,9,TRUE,TRUE,FALSE,FALSE,TBD: consider to make it composite as it is composed of polarAres+Radar,FALSE,CUBA Platform,,https://doc.cuba-platform.com/charts-latest/radar_chart.html,,,,
Radar Chart,10,TRUE,TRUE,FALSE,FALSE,,FALSE,AMCharts,,https://www.amcharts.com/demos-v4/radar-chart-v4/,,,,
Radar Chart,11,FALSE,FALSE,FALSE,FALSE,,FALSE,,synergycodes.com/,https://synergycodes.com/blog/top-types-of-charts-graphs-for-expert-data-visualization/,,,,
Radar Chart,12,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/radar--with-custom-curve,,,,
Radar Chart,13,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/radar--with-dot-label,,,,
Radar Chart,14,FALSE,FALSE,FALSE,FALSE,,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/radar--abusing-dots,,,,
Radar Chart,15,FALSE,FALSE,FALSE,FALSE,,FALSE,,personalitydata.org,https://www.personalitydata.org/,,,,
Radar Chart,16,FALSE,FALSE,FALSE,FALSE,,FALSE,,jaspersoft.com,https://www.jaspersoft.com/articles/what-is-a-radar-chart,,,,
Radar Chart,17,FALSE,FALSE,FALSE,FALSE,,FALSE,,wikipedia.org,https://en.wikipedia.org/wiki/File:Spider_Chart.svg,,,,
Radar Chart,18,FALSE,FALSE,FALSE,FALSE,,FALSE,,displayr.com,https://www.displayr.com/graph-makers/radar-chart/,,,,
Radar Chart,19,FALSE,FALSE,FALSE,FALSE,,FALSE,Lets-Plot,macrobond.com,https://help.macrobond.com/tutorials-training/4-charting/types-of-charts/outside-of-macrobond/charts-with-r/radar-chart/,,,,
Radar Chart,20,FALSE,FALSE,FALSE,FALSE,,FALSE,,wikipedia.org,https://en.m.wikipedia.org/wiki/File:Rational_harm_assessment_of_drugs_radar_plot.svg,,,,
Radar Chart,21,FALSE,FALSE,FALSE,FALSE,,FALSE,WowChart,,https://demo1.wow-extensions.com/WowChart-v3/polar,,,,
Radar Chart,22,FALSE,FALSE,FALSE,FALSE,,FALSE,Plotly,,https://aeturrell.github.io/coding-for-economists/vis-common-plots.html#polar,,,,
Radar Chart,23,FALSE,FALSE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/PolarRadar/BasicRadarChart,,,,
Radar Chart,24,FALSE,FALSE,FALSE,FALSE,,FALSE,FlexChart,,https://developer.mescius.com/wijmo/demos/Chart/PolarRadar/BasicPolarChart,,,,
Radar Chart,25,FALSE,FALSE,FALSE,FALSE,,FALSE,AngularChart,,https://www.telerik.com/kendo-angular-ui/components/charts/series-types/radar/,,,,
Radar Chart,26,FALSE,FALSE,FALSE,FALSE,,FALSE,Semiotic,,https://semiotic.nteract.io/examples/radar-plot,,,,
Radial Bar Chart,1,TRUE,TRUE,FALSE,FALSE,layout: radial (radian orientation),FALSE,,freetrade.io,https://freetrade.io/stocks-and-shares-isa/isa-research,,,,
Radial Bar Chart,2,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,,stateofglobalexpansion.com,https://stateofglobalexpansion.com/index.html,,,,
Radial Bar Chart,3,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,,www.technologyreview.com,https://www.technologyreview.com/2021/05/24/1025131/edge-computing-powering-the-future-of-manufacturing/,,,,
Radial Bar Chart,4,TRUE,TRUE,FALSE,FALSE,,FALSE,,www.semasio.com,https://www.semasio.com/articles/2022-the-most-diverse-420-ever,,,,
Radial Bar Chart,5,TRUE,TRUE,FALSE,FALSE,,FALSE,HighCharts,,https://www.highcharts.com/demo/ios/polar-radial-bar,,,,
Radial Bar Chart,6,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,ioDraw,,https://www.iodraw.com/en/template/bar-polar-label-tangential,,,,
Radial Bar Chart,7,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,,report2020.gruppoiren.it,https://report2020.gruppoiren.it/en/sustainability/customers-and-communities/customers-and-services,,,,
Radial Bar Chart,8,TRUE,TRUE,FALSE,FALSE,,FALSE,ApexCharts,,https://apexcharts.com/javascript-chart-demos/radialbar-charts/multiple-radialbars/,,,,
Radial Bar Chart,9,TRUE,TRUE,FALSE,FALSE,,FALSE,ApexCharts,,https://apexcharts.com/javascript-chart-demos/radialbar-charts/custom-angle-circle/,,,,
Radial Bar Chart,10,TRUE,TRUE,FALSE,FALSE,constraint,FALSE,,https://www.dettol.co.nz/,https://www.dettol.co.nz/health-hygiene/personal/sanitising-hands-out-of-home/,,,,
Radial Bar Chart,11,FALSE,FALSE,FALSE,FALSE,multi line select - wont save,FALSE,NIVO,,https://nivo.rocks/storybook/?path=/story/radialbar--basic,,,,
Radial Bar Chart,12,FALSE,FALSE,TRUE,FALSE,,FALSE,,softwaremill.com,https://softwaremill.com/scala-3-tech-report/,,,,
Radial Bar Chart,13,FALSE,FALSE,TRUE,FALSE,,FALSE,,softwaremill.com,https://softwaremill.com/scala-3-tech-report/,,,,
Radial Bar Chart,14,FALSE,FALSE,TRUE,FALSE,"multi line, text select",FALSE,,undp.org,https://outlook.ndcs.undp.org/,,,,
Radial Bar Chart,15,FALSE,FALSE,TRUE,FALSE,can't label axis/multi text select,FALSE,,tracklogix.app,https://web.tracklogix.app/website/,,,,
Radial Bar Chart,16,FALSE,FALSE,TRUE,FALSE,,FALSE,,prexa365.com,https://www.prexa365.com/features/portal,,,,
Radial Bar Chart,17,FALSE,FALSE,TRUE,FALSE,can't label axis,FALSE,,lordicon.com,https://lordicon.com/icons/wired/flat/171-radial-bar-chart,,,,
Radial Bar Chart,18,FALSE,FALSE,TRUE,FALSE,,FALSE,,eyesopen.com,https://docs.eyesopen.com/toolkits/cookbook/python/visualization/shapeoverlap.html,,,,
Radial Bar Chart,19,FALSE,FALSE,TRUE,FALSE,can't label axis,FALSE,,mckinsey.com,https://www.mckinsey.com/featured-insights/2022-year-in-review#,,,,
Radial Bar Chart,20,FALSE,FALSE,TRUE,FALSE,can't label axis,FALSE,,gruppoiren.it,https://report2020.gruppoiren.it/it/finanziario/introduzione/azionariato,,,,
